time,open,high,low,close
1459738800,111.538,111.565,111.436,111.452
1459742400,111.452,111.565,111.448,111.521
1459746000,111.52,111.52,111.319,111.393
1459749600,111.393,111.476,111.327,111.418
1459753200,111.418,111.619,111.369,111.588
1459756800,111.589,111.68,111.539,111.564
1459760400,111.562,111.655,111.506,111.605
1459764000,111.605,111.687,111.59,111.684
1459767600,111.696,111.739,111.582,111.6
1459771200,111.601,111.603,111.378,111.386
1459774800,111.388,111.452,111.301,111.409
1459778400,111.407,111.478,111.225,111.243
1459782000,111.247,111.285,111.12,111.185
1459785600,111.184,111.26,111.122,111.179
1459789200,111.179,111.197,111.097,111.173
1459792800,111.175,111.26,111.124,111.249
1459796400,111.249,111.369,111.234,111.316
1459800000,111.317,111.343,111.276,111.323
1459803600,111.32,111.351,111.278,111.315
1459807200,111.315,111.332,111.279,111.293
1459810800,111.294,111.294,111.168,111.226
1459814400,111.224,111.272,110.902,110.96
1459818000,110.957,110.999,110.823,110.846
1459821600,110.845,110.899,110.78,110.825
1459825200,110.825,110.92,110.824,110.849
1459828800,110.849,111.055,110.828,110.871
1459832400,110.872,110.883,110.708,110.782
1459836000,110.765,110.836,110.331,110.419
1459839600,110.417,110.823,110.296,110.467
1459843200,110.466,110.544,110.368,110.495
1459846800,110.495,110.499,110.32,110.387
1459850400,110.387,110.438,110.298,110.318
1459854000,110.319,110.8,110.265,110.655
1459857600,110.654,110.708,110.447,110.585
1459861200,110.585,110.625,110.433,110.532
1459864800,110.53,110.698,110.447,110.465
1459868400,110.465,110.53,109.949,110.073
1459872000,110.077,110.442,110.077,110.244
1459875600,110.243,110.302,110.18,110.25
1459879200,110.251,110.542,110.234,110.502
1459882800,110.501,110.513,110.284,110.313
1459886400,110.318,110.357,110.236,110.329
1459890000,110.322,110.352,110.288,110.327
1459893600,110.328,110.388,110.275,110.287
1459897200,110.287,110.406,110.229,110.373
1459900800,110.374,110.57,110.307,110.316
1459904400,110.316,110.509,110.261,110.491
